Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
8,A Tramontano,Integral and differential form of the protein folding problem,2004,Physics of Life Reviews,Elsevier,https://www.sciencedirect.com/science/article/pii/S157106450400017X,"https://scholar.google.com/scholar?cites=16823114515851084939&as_sdt=2005&sciodt=0,5&hl=en",830,22/11/2019 18:45,,,,,,,,,8,0.53,8,1,15
19,"TR Alderson, C Charlier, DA Torchia…",Monitoring hydrogen exchange during protein folding by fast pressure jump NMR spectroscopy,2017,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jacs.7b06676,"https://scholar.google.com/scholar?cites=3243123432575622165&as_sdt=2005&sciodt=0,5&hl=en",831,22/11/2019 18:45,,,,,,,,,19,9.5,5,4,2
6,AE Mirsky,Some Observations on Protein Folding and Unfolding,1941,Cold Spring Harbor Symposia on Quantitative …,symposium.cshlp.org,http://symposium.cshlp.org/content/9/278.short,"https://scholar.google.com/scholar?cites=15977263298486996075&as_sdt=2005&sciodt=0,5&hl=en",832,22/11/2019 18:45,,,,,,,,,6,0.08,6,1,78
191,"DW Li, R Brüschweiler",NMR‐based protein potentials,2010,Angewandte Chemie International …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.201001898,"https://scholar.google.com/scholar?cites=1037870932957659163&as_sdt=2005&sciodt=0,5&hl=en",833,22/11/2019 18:45,,,,,,,,,191,21.22,96,2,9
7,R Kumar,Osmolyte-induced folding of an intrinsically disordered activation function subdomain of glucocorticoid receptor,2008,Journal of Receptors and Signal Transduction,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10799890802412385,"https://scholar.google.com/scholar?cites=8648244285716380006&as_sdt=2005&sciodt=0,5&hl=en",834,22/11/2019 18:45,,,,,,,,,7,0.64,7,1,11
28,"C Sanchez-Medina, A Sekhar…",Probing the free energy landscape of the fast-folding gpW protein by relaxation dispersion NMR,2014,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja502705y,"https://scholar.google.com/scholar?cites=5508789320246298215&as_sdt=2005&sciodt=0,5&hl=en",835,22/11/2019 18:45,,,,,,,,,28,5.6,9,3,5
12,"H Jones, M Preuss, M Wright, AD Miller",The mechanism of GroEL/GroES folding/refolding of protein substrates revisited,2006,Organic & biomolecular …,pubs.rsc.org,https://pubs.rsc.org/en/content/articlehtml/2006/ob/b517879g,"https://scholar.google.com/scholar?cites=12245970178546128300&as_sdt=2005&sciodt=0,5&hl=en",836,22/11/2019 18:45,,,,,,,,,12,0.92,3,4,13
215,"G Careri, E Gratton, PH Yang, JA Rupley","Correlation of IR spectroscopic, heat capacity, diamagnetic susceptibility and enzymatic measurements on lysozyme powder",1980,Nature,Springer,https://link.springer.com/content/pdf/10.1038/284572a0.pdf,"https://scholar.google.com/scholar?cites=3541376447419894801&as_sdt=2005&sciodt=0,5&hl=en",837,22/11/2019 18:45,,,,,,,,,215,5.51,54,4,39
26,"AN Naganathan, R Perez-Jimenez, V Muñoz…",Estimation of protein folding free energy barriers from calorimetric data by multi-model Bayesian analysis,2011,Physical Chemistry …,pubs.rsc.org,https://pubs.rsc.org/en/content/articlehtml/2011/cp/c1cp20156e,"https://scholar.google.com/scholar?cites=8447393851478333899&as_sdt=2005&sciodt=0,5&hl=en",838,22/11/2019 18:45,,,,,,,,,26,3.25,7,4,8
15,"J Huang, K Tian, S Ye, Y Luo",Amide III SFG Signals as a Sensitive Probe of Protein Folding at Cell Membrane Surface,2016,The Journal of Physical Chemistry …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.jpcc.6b05677,"https://scholar.google.com/scholar?cites=10687933794117701258&as_sdt=2005&sciodt=0,5&hl=en",839,22/11/2019 18:45,,,,,,,,,15,5,4,4,3
194,"D Shortle, AK Meeker, E Freire",Stability mutants of staphylococcal nuclease: large compensating enthalpy-entropy changes for the reversible denaturation reaction,1988,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi00413a027,"https://scholar.google.com/scholar?cites=5909388289884020148&as_sdt=2005&sciodt=0,5&hl=en",840,22/11/2019 18:45,,,,,,,,,194,6.26,65,3,31
0,"L Luo, J Lv",Folding Rate of Protein and RNA Studied from Quantum Folding Theory,2015,bioRxiv,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/faa6/492562a9ca0e1ddbc800e4bd13b50903f69a.pdf,,841,22/11/2019 18:45,PDF,,,,,,,,0,0,0,2,4
0,"A Robert, PK Barkoutsos, S Woerner…",Resource-Efficient Quantum Algorithm for Protein Folding,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1908.02163,,842,22/11/2019 18:45,,,,,,,,,0,0,0,4,1
839,RB Hermann,Theory of hydrophobic bonding. II. Correlation of hydrocarbon solubility in water with solvent cavity surface area,1972,The Journal of Physical Chemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/j100663a023,"https://scholar.google.com/scholar?cites=11041295591546705536&as_sdt=2005&sciodt=0,5&hl=en",843,22/11/2019 18:45,,,,,,,,,839,17.85,839,1,47
89,"Y Tang, DJ Rigotti, R Fairman, DP Raleigh",Peptide models provide evidence for significant structure in the denatured state of a rapidly folding protein: the villin headpiece subdomain,2004,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi035652p,"https://scholar.google.com/scholar?cites=12586518390439715693&as_sdt=2005&sciodt=0,5&hl=en",844,22/11/2019 18:45,,,,,,,,,89,5.93,22,4,15
128,"NG Gurskaya, AF Fradkov, NI Pounkova…",A colourless green fluorescent protein homologue from the non-fluorescent hydromedusa Aequorea coerulescens and its fluorescent mutants,2003,Biochemical …,Portland Press Limited,,"https://scholar.google.com/scholar?cites=11750266884514546449&as_sdt=2005&sciodt=0,5&hl=en",845,22/11/2019 18:45,CITATION,,,,,,,,128,8,32,4,16
870,CM Dobson,Chemical space and biology,2004,,nature.com,https://www.nature.com/articles/nature03192,"https://scholar.google.com/scholar?cites=10542388399208974630&as_sdt=2005&sciodt=0,5&hl=en",846,22/11/2019 18:45,,,,,,,,,870,58,870,1,15
21,"Y Ivarsson, C Travaglini-Allocatelli…",Engineered symmetric connectivity of secondary structure elements highlights malleability of protein folding pathways,2009,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja900438b,"https://scholar.google.com/scholar?cites=436326461829185571&as_sdt=2005&sciodt=0,5&hl=en",847,22/11/2019 18:45,,,,,,,,,21,2.1,7,3,10
179,"E Rhoades, M Cohen, B Schuler…",Two-state folding observed in individual protein molecules,2004,Journal of the American …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja046209k,"https://scholar.google.com/scholar?cites=16950070712881444997&as_sdt=2005&sciodt=0,5&hl=en",848,22/11/2019 18:45,,,,,,,,,179,11.93,45,4,15
62,"M Ramirez‐Alvarado, L Serrano, FJ Blanco",Conformational analysis of peptides corresponding to all the secondary structure elements of protein L B1 domain: Secondary structure propensities are not …,1997,Protein science,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/pro.5560060119,"https://scholar.google.com/scholar?cites=9071571281700453278&as_sdt=2005&sciodt=0,5&hl=en",849,22/11/2019 18:45,,,,,,,,,62,2.82,21,3,22
37,"R Parthasarathy, S Chaturvedi, K Go",Design of α-helical peptides: their role in protein folding and molecular biology,1995,Progress in biophysics and …,Elsevier,https://www.sciencedirect.com/science/article/pii/0079610795000097,"https://scholar.google.com/scholar?cites=17678055604030688239&as_sdt=2005&sciodt=0,5&hl=en",850,22/11/2019 18:45,,,,,,,,,37,1.54,12,3,24
6,J Xu,Distance-based protein folding powered by deep learning,2019,Proceedings of the National Academy of Sciences,National Acad Sciences,https://www.pnas.org/content/116/34/16856.short,"https://scholar.google.com/scholar?cites=9942573103978845243&as_sdt=2005&sciodt=0,5&hl=en",851,22/11/2019 18:45,,,,,,,,,6,6,6,1,1
30,"A Irbäck, F Sjunnesson",Folding thermodynamics of three β‐sheet peptides: A model study,2004,"Proteins: Structure, Function, and …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.20157,"https://scholar.google.com/scholar?cites=856976701325698535&as_sdt=2005&sciodt=0,5&hl=en",852,22/11/2019 18:45,,,,,,,,,30,2,15,2,15
289,"DM Toyli, F Charles, DJ Christle…",Fluorescence thermometry enhanced by the quantum coherence of single spins in diamond,2013,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/110/21/8417.short,"https://scholar.google.com/scholar?cites=5195324831583966867&as_sdt=2005&sciodt=0,5&hl=en",853,22/11/2019 18:45,,,,,,,,,289,48.17,72,4,6
243,"JC McKnight, DS Doering, PT Matsudaira, PS Kim",A thermostable 35-residue subdomain within villin headpiece,1996,,peterkimlab.stanford.edu,https://peterkimlab.stanford.edu/s/68-Ref-Kim_Lab.pdf,"https://scholar.google.com/scholar?cites=8901905084582402820&as_sdt=2005&sciodt=0,5&hl=en",854,22/11/2019 18:45,PDF,,,,,,,,243,10.57,61,4,23
19,"S Lindhoud, A Westphal, C van Mierlo, A Visser…",Rise-time of FRET-acceptor fluorescence tracks protein folding,2014,International journal of …,mdpi.com,https://www.mdpi.com/1422-0067/15/12/23836,"https://scholar.google.com/scholar?cites=14730008269010215532&as_sdt=2005&sciodt=0,5&hl=en",855,22/11/2019 18:45,,,,,,,,,19,3.8,4,5,5
63,"F Hillger, D Hänni, D Nettels, S Geister…",Probing Protein–Chaperone Interactions with Single‐Molecule Fluorescence Spectroscopy,2008,Angewandte Chemie …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.200800298,"https://scholar.google.com/scholar?cites=7132065339712032107&as_sdt=2005&sciodt=0,5&hl=en",856,22/11/2019 18:45,,,,,,,,,63,5.73,13,5,11
24,"A Balbín, E Andrade",Protein folding and evolution are driven by the Maxwell demon activity of proteins,2004,Acta Biotheoretica,Springer,https://link.springer.com/article/10.1023/B:ACBI.0000043441.74099.0c,"https://scholar.google.com/scholar?cites=8314415906259617266&as_sdt=2005&sciodt=0,5&hl=en",857,22/11/2019 18:45,,,,,,,,,24,1.6,12,2,15
13,"EA Gibson, Z Shen, R Jimenez",Three-pulse photon echo peak shift spectroscopy as a probe of flexibility and conformational heterogeneity in protein folding,2009,Chemical physics letters,Elsevier,https://www.sciencedirect.com/science/article/pii/S000926140900414X,"https://scholar.google.com/scholar?cites=6782762908648985844&as_sdt=2005&sciodt=0,5&hl=en",858,22/11/2019 18:45,,,,,,,,,13,1.3,4,3,10
253,"CA McPhalen, MNG James",Crystal and molecular structure of the serine proteinase inhibitor CI-2 from barley seeds,1987,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi00375a036,"https://scholar.google.com/scholar?cites=12915797787921685678&as_sdt=2005&sciodt=0,5&hl=en",859,22/11/2019 18:45,,,,,,,,,253,7.91,127,2,32
22,"KR Srivastava, A Kumar, B Goyal…","Stereochemistry and Solvent Role in Protein Folding: Nuclear Magnetic Resonance and Molecular Dynamics Studies of Poly-l and Alternating-l,d …",2011,The Journal of Physical …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp200743w,"https://scholar.google.com/scholar?cites=7687256760357757426&as_sdt=2005&sciodt=0,5&hl=en",860,22/11/2019 18:45,,,,,,,,,22,2.75,6,4,8
238,"AM Virshup, C Punwong, TV Pogorelov…",Photodynamics in Complex Environments: Ab Initio Multiple Spawning Quantum Mechanical/Molecular Mechanical Dynamics,2008,The Journal of …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp8073464,"https://scholar.google.com/scholar?cites=8655532432259356060&as_sdt=2005&sciodt=0,5&hl=en",861,22/11/2019 18:45,,,,,,,,,238,21.64,60,4,11
87,"HH Mantsch, D Naumann",Terahertz spectroscopy: The renaissance of far infrared spectroscopy,2010,Journal of Molecular Structure,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022286009007972,"https://scholar.google.com/scholar?cites=7967123370372602620&as_sdt=2005&sciodt=0,5&hl=en",862,22/11/2019 18:45,,,,,,,,,87,9.67,44,2,9
0,LUO LiaoFu,Conformational Quantum Transition in Protein Folding and Pluripotency Conversion of Gene,,system,researchgate.net,https://www.researchgate.net/profile/Liaofu_Luo/publication/272159207_Acquisition_of_pluripotency_is_quantum-stochastic_event_of_small_probability/links/54dc54330cf28d3de65f7080/Acquisition-of-pluripotency-is-quantum-stochastic-event-of-small-probability.pdf,,863,22/11/2019 18:45,PDF,,,,,,,,0,0,0,1,
161,"YJ Yan, RX Xu",Quantum mechanics of dissipative systems,2005,Annu. Rev. Phys. Chem.,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev.physchem.55.091602.094425,"https://scholar.google.com/scholar?cites=17249072731202257675&as_sdt=2005&sciodt=0,5&hl=en",864,22/11/2019 18:45,,,,,,,,,161,11.5,81,2,14
8,"M Cieplak, M Henkel, JR Banavar",Master equation approach to protein folding,1998,arXiv preprint cond-mat/9806313,arxiv.org,https://arxiv.org/abs/cond-mat/9806313,"https://scholar.google.com/scholar?cites=11228412694894563858&as_sdt=2005&sciodt=0,5&hl=en",865,22/11/2019 18:45,,,,,,,,,8,0.38,3,3,21
10,YU Sasidhar,… features of disulfide intact and reduced forms of hen egg white lysozyme in aqueous solution in the presence of trifluoroethanol (TFE): implications for protein folding …,1998,"Journal of the Chemical Society, Faraday …",pubs.rsc.org,https://pubs.rsc.org/en/content/articlehtml/1998/ft/a806138f,"https://scholar.google.com/scholar?cites=14591802073713805318&as_sdt=2005&sciodt=0,5&hl=en",866,22/11/2019 18:45,,,,,,,,,10,0.48,10,1,21
38,"JL Klepeis, HD Schafroth…","Deterministic global optimization and ab initio approaches for the structure prediction of polypeptides, dynamics of protein folding, and protein-protein interactions",2002,… in Chemical Physics,Wiley Online Library,https://onlinelibrary.wiley.com/doi/pdf/10.1002/0471224421#page=300,"https://scholar.google.com/scholar?cites=14485224716766698979&as_sdt=2005&sciodt=0,5&hl=en",867,22/11/2019 18:45,,,,,,,,,38,2.24,13,3,17
34,"W Kudlicki, OW Odom, G Kramer, B Hardesty…",The importance of the N-terminal segment for DnaJ-mediated folding of rhodanese while bound to ribosomes as peptidyl-tRNA,1995,Journal of Biological …,ASBMB,http://www.jbc.org/content/270/18/10650.short,"https://scholar.google.com/scholar?cites=1537018585846954153&as_sdt=2005&sciodt=0,5&hl=en",868,22/11/2019 18:45,,,,,,,,,34,1.42,7,5,24
540,"R Zhou, BJ Berne, R Germain",The free energy landscape for β hairpin folding in explicit water,2001,Proceedings of the National …,National Acad Sciences,https://www.pnas.org/content/98/26/14931.short,"https://scholar.google.com/scholar?cites=16647355138239018273&as_sdt=2005&sciodt=0,5&hl=en",869,22/11/2019 18:45,,,,,,,,,540,30,180,3,18
279,"RC Bernardi, MCR Melo, K Schulten",Enhanced sampling techniques in molecular dynamics simulations of biological systems,2015,Biochimica et Biophysica Acta (BBA) …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0304416514003559,"https://scholar.google.com/scholar?cites=18284928072467580694&as_sdt=2005&sciodt=0,5&hl=en",870,22/11/2019 18:45,,,,,,,,,279,69.75,93,3,4
122,"E Wahlberg, C Lendel, M Helgstrand…",An affibody in complex with a target protein: structure and coupled folding,2003,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/100/6/3185.short,"https://scholar.google.com/scholar?cites=10976383632351289356&as_sdt=2005&sciodt=0,5&hl=en",871,22/11/2019 18:45,,,,,,,,,122,7.63,31,4,16
20,"A Fernández, KS Kostov, RS Berry",Coarsely resolved topography along protein folding pathways,2000,The Journal of Chemical …,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.481077,"https://scholar.google.com/scholar?cites=3709031716458744682&as_sdt=2005&sciodt=0,5&hl=en",872,22/11/2019 18:45,,,,,,,,,20,1.05,7,3,19
20,"GA Arteca, O Tapia",Relative measure of geometrical entanglement to study folding–unfolding transitions. Application to analysis of molecular dynamics trajectories of proteins in vacuo,2000,International Journal of Quantum …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/1097-461X(2000)80:4/5%3C848::AID-QUA34%3E3.0.CO;2-D,"https://scholar.google.com/scholar?cites=11405560499881099691&as_sdt=2005&sciodt=0,5&hl=en",873,22/11/2019 18:45,,,,,,,,,20,1.05,10,2,19
0,"L Luo, J Lv",Quantitative Relations in Protein and RNA Folding Deduced from Quantum Theory,2016,BioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/021782v3.abstract,,874,22/11/2019 18:45,,,,,,,,,0,0,0,2,3
8,"C Sinner, B Lutz, S John, I Reinartz…",Simulating Biomolecular Folding and Function by Native‐Structure‐Based/Go‐Type Models,2014,Israel Journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijch.201400012,"https://scholar.google.com/scholar?cites=1906679701601032683&as_sdt=2005&sciodt=0,5&hl=en",875,22/11/2019 18:45,,,,,,,,,8,1.6,2,5,5
17,T Härd,"NMR studies of protein–nucleic acid complexes: structures, solvation, dynamics and coupled protein folding",1999,Quarterly reviews of biophysics,cambridge.org,https://www.cambridge.org/core/journals/quarterly-reviews-of-biophysics/article/nmr-studies-of-proteinnucleic-acid-complexes-structures-solvation-dynamics-and-coupled-protein-folding/4538A335F58BB54E86CB3C8707CE9104,"https://scholar.google.com/scholar?cites=2655474301047775641&as_sdt=2005&sciodt=0,5&hl=en",876,22/11/2019 18:45,,,,,,,,,17,0.85,17,1,20
149,"PA Evans, RA Kautz, RO Fox, CM Dobson",A magnetization-transfer nuclear magnetic resonance study of the folding of staphylococcal nuclease,1989,Biochemistry,ACS Publications,https://pubs.acs.org/doi/full/10.1021/bi00427a050,"https://scholar.google.com/scholar?cites=17098221978841480163&as_sdt=2005&sciodt=0,5&hl=en",877,22/11/2019 18:45,,,,,,,,,149,4.97,37,4,30
7,"R Lazim, C Wei, T Sun, D Zhang",Ab initio folding of extended α‐helix: A theoretical study about the role of electrostatic polarization in the folding of helical structures,2013,"Proteins: Structure, Function …",Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.24319,"https://scholar.google.com/scholar?cites=16382699773751930393&as_sdt=2005&sciodt=0,5&hl=en",878,22/11/2019 18:45,,,,,,,,,7,1.17,2,4,6
12,"G Zardeneta, PM Horowtiz",Physical characterization of a reactivatable liposome-bound rhodanese folding intermediate,1993,Biochemistry,ACS Publications,https://pubs.acs.org/doi/pdf/10.1021/bi00213a025,"https://scholar.google.com/scholar?cites=6670435281317065577&as_sdt=2005&sciodt=0,5&hl=en",879,22/11/2019 18:45,,,,,,,,,12,0.46,6,2,26
